Fund Name,Category,Subcategory,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Modified Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,ISIN,Scheme Code,No. of Stocks,Top 10 Stocks (%),Top 5 Stocks (%),Top 3 Sectors (%),P/B Ratio,P/E Ratio,Alpha Score(4),Sharpe Score(4),Sortino Score(4),RiskAdj Perf(12),StdDev Score(4),MeanRet Score(4),Beta Score(2),Vol & Return(10),NumStocks Score(2),Top10 Score(2),Top5 Score(2),Top3Sec Score(2),Diversification(8),PE Score(3),PB Score(3),Valuation(6),YTM Score(1),Duration Score(1),Maturity Score(1),Credit Score(1),Debt Quality(4),Total Score(40),Risk Category,Fund Rating
ICICI Pru FMCG Dir,solution-oriented,Equity: Thematic (Broad),Direct,-11.3,-0.17,8.14,BSE 500 TRI,0.79,13.68,12.33,-11.37,0.86,-0.29,15.41,1.35,,,,,25,https://www.valueresearchonline.com/funds/15836/,INF109K01Z14,120587,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,1,2.5,0,0,0,0,0,12.5,High Risk,Poor
ICICI Pru Housing Opportunities Dir,solution-oriented,Equity: Thematic (Broad),Direct,1.78,16.07,,BSE 500 TRI,0.79,13.68,,2.93,0.95,0.69,15.28,16.44,,,,,25,https://www.valueresearchonline.com/funds/42250/,INF109KC10C2,150310,,,,,,,3,2,1,6,1,3,1,5,1.5,1,1,1,4.5,2,2,4,0,0,0,0,0,19.5,Moderately High Risk,Average
ICICI Pru India Opportunities Dir,solution-oriented,Equity: Thematic (Broad),Direct,2.36,19.97,20.44,BSE 500 TRI,0.79,13.68,12.33,7,0.82,1.02,13.34,19.45,,,,,25,https://www.valueresearchonline.com/funds/38585/,INF109KC12W6,152728,,,,,,,4,3,1,8,2,4,1,7,2,1.5,1.5,1,6.0,3,2,5,0,0,0,0,0,26.0,Moderate Risk,Average
ICICI Pru Multi Sector Passive FoF Dir,solution-oriented,Equity: Thematic (Broad),Direct,3.22,15.49,13.57,BSE 500 TRI,0.79,13.68,12.33,2.1,0.9,0.66,14.07,15.14,,,,,10,https://www.valueresearchonline.com/funds/15812/,INF109K01W58,120242,,,,,,,3,2,1,6,2,3,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,18,Moderately High Risk,Average
ICICI Pru Nifty Commodities ETF,solution-oriented,Equity: Thematic (Broad),Direct,13.39,19.03,,BSE 500 TRI,0.79,13.68,,7.16,1.02,0.86,17.8,21.15,,,,,25,https://www.valueresearchonline.com/funds/42947/,INF966L01DC0,152256,,,,,,,4,2,1,7,1,4,1,6,1,1,1,1,4,2,2,4,0,0,0,0,0,21,Moderate Risk,Average
ICICI Pru Nifty FMCG ETF,solution-oriented,Equity: Thematic (Broad),Direct,-9.11,0.08,,BSE 500 TRI,0.79,13.68,,-11.82,0.95,-0.25,17.15,1.64,,,,,15,https://www.valueresearchonline.com/funds/41601/,INF846K010D8,149242,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,1,2.5,0,0,0,0,0,12.5,High Risk,Poor
ICICI Pru Nifty Metal ETF,solution-oriented,Equity: Thematic (Broad),Direct,33.81,,,BSE 500 TRI,0.79,,,,,,,,,,,,19,https://www.valueresearchonline.com/funds/44461/,INF846K010D8,149242,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,2,2,4,0,0,0,0,0,14,Moderately High Risk,Average
ICICI Pru Nifty Oil & Gas ETF,solution-oriented,Equity: Thematic (Broad),Direct,-2.28,,,BSE 500 TRI,0.79,,,,,,,,,,,,15,https://www.valueresearchonline.com/funds/44432/,INF903J016H9,134356,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,3,3,6,0,0,0,0,0,16,Moderately High Risk,Average
ICICI Pru Quality Dir,solution-oriented,Equity: Thematic (Broad),Direct,2.64,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45164/,INF109K1A187,153458,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1,2.5,0,0,0,0,0,14.0,Moderately High Risk,Average
ICICI Pru Rural Opportunities Dir,solution-oriented,Equity: Thematic (Broad),Direct,0.45,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44846/,INF109KC12Z9,153184,,,,,,,1,1,1,3,1,1,1,3,1.5,1,1,1,4.5,2,1.5,3.5,0,0,0,0,0,14.0,Moderately High Risk,Average
JioBlackRock Sector Rotation Dir,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45730/,INF22M001168,154082,,,,,,,1,1,1,3,1,1,1,3,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,16.0,Moderately High Risk,Average
Kotak Active Momentum Dir,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45389/,INF174KA1XA4,153753,,,,,,,1,1,1,3,1,1,1,3,1,2,2,1,6,2,2,4,0,0,0,0,0,16,Moderately High Risk,Average
Kotak BSE Housing Index Dir,solution-oriented,Equity: Thematic (Broad),Direct,-6.48,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43706/,INF174KA1OX5,152039,,,,,,,1,1,1,3,1,1,1,3,1,1,1.5,1,4.5,1,1.5,2.5,0,0,0,0,0,13.0,Moderately High Risk,Average
Kotak Multi Factor Passive FoF Dir,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,2,https://www.valueresearchonline.com/funds/45899/,INF174K01KM7,119757,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Kotak Nifty Chemicals ETF,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,20,https://www.valueresearchonline.com/funds/45570/,INF174KA1VO8,153521,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1.5,2.5,0,0,0,0,0,12.5,High Risk,Poor
Kotak Nifty Commodities Index Dir,solution-oriented,Equity: Thematic (Broad),Direct,12.7,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44991/,INF174KA1VE0,153353,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,2,2,4,0,0,0,0,0,14,Moderately High Risk,Average
Kotak Nifty India Tourism Index Dir,solution-oriented,Equity: Thematic (Broad),Direct,-12.74,,,BSE 500 TRI,0.79,,,,,,,,,,,,15,https://www.valueresearchonline.com/funds/44539/,INF174KA1SZ1,152870,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Kotak Rural Opportunities Dir,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45597/,INF174KA1XW8,153970,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,1.5,3.0,0,0,0,0,0,13.0,Moderately High Risk,Average
Kotak Services Dir,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45797/,INF174KA1YV8,154149,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Kotak Special Opportunities Dir,solution-oriented,Equity: Thematic (Broad),Direct,11.37,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44382/,INF174KA1SF3,152702,,,,,,,1,1,1,3,1,1,1,3,1,1.5,1.5,1,5.0,1.5,2,3.5,0,0,0,0,0,14.5,Moderately High Risk,Average
Mirae Asset BSE India Defence ETF,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45790/,INF769K01QD0,154189,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Mirae Asset BSE India Defence ETF FoF Dir,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45811/,INF769K01QG3,154187,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Mirae Asset BSE Select IPO ETF,solution-oriented,Equity: Thematic (Broad),Direct,-7.52,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45020/,INF769K01OH6,153387,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1,1.5,2.5,0,0,0,0,0,14.0,Moderately High Risk,Average
Mirae Asset BSE Select IPO ETF FoF Dir,solution-oriented,Equity: Thematic (Broad),Direct,-7.37,,,BSE 500 TRI,0.79,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45023/,INF769K01OK0,153385,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Mirae Asset Multi Factor Passive FoF Dir,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,8,https://www.valueresearchonline.com/funds/45436/,INF769K01PH3,153816,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Mirae Asset Nifty India Internet ETF,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45250/,INF769K01OB9,153352,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1.5,2.5,0,0,0,0,0,12.5,High Risk,Poor
Mirae Asset Nifty Metal ETF,solution-oriented,Equity: Thematic (Broad),Direct,34.2,,,BSE 500 TRI,0.79,,,,,,,,,,,,19,https://www.valueresearchonline.com/funds/44588/,INF769K01QJ7,154218,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,2,2,4,0,0,0,0,0,14,Moderately High Risk,Average
Mirae Asset Nifty Metal ETF FoF Dir,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45833/,INF769K01QM1,154216,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Motilal Oswal Active Momentum Dir,solution-oriented,Equity: Thematic (Broad),Direct,23.81,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45002/,INF247L01EP5,153364,,,,,,,1,1,1,3,1,1,1,3,1,1,1.5,1,4.5,1.5,1.5,3.0,0,0,0,0,0,13.5,Moderately High Risk,Average
Motilal Oswal BSE Select IPO ETF,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45639/,INF247L01EE9,153144,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1,1.5,2.5,0,0,0,0,0,14.0,Moderately High Risk,Average
Motilal Oswal Multi Factor Passive FoF Dir,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,4,https://www.valueresearchonline.com/funds/45874/,INF247L01734,145834,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Motilal Oswal Nifty Capital Market ETF,solution-oriented,Equity: Thematic (Broad),Direct,17.08,,,BSE 500 TRI,0.79,,,,,,,,,,,,17,https://www.valueresearchonline.com/funds/45051/,INF247L01EB5,153138,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Motilal Oswal Nifty Capital Market Index Dir,solution-oriented,Equity: Thematic (Broad),Direct,17.12,,,BSE 500 TRI,0.79,,,,,,,,,,,,17,https://www.valueresearchonline.com/funds/44755/,INF247L01EB5,153138,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Motilal Oswal Nifty India Defence ETF,solution-oriented,Equity: Thematic (Broad),Direct,8.33,,,BSE 500 TRI,0.79,,,,,,,,,,,,19,https://www.valueresearchonline.com/funds/44517/,INF247L01CU9,152710,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Motilal Oswal Nifty India Defence Index Dir,solution-oriented,Equity: Thematic (Broad),Direct,8.3,,,BSE 500 TRI,0.79,,,,,,,,,,,,19,https://www.valueresearchonline.com/funds/44397/,INF247L01CW5,152712,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Motilal Oswal Nifty India Tourism ETF,solution-oriented,Equity: Thematic (Broad),Direct,-13.03,,,BSE 500 TRI,0.79,,,,,,,,,,,,15,https://www.valueresearchonline.com/funds/45240/,INF247L01DV4,153072,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Motilal Oswal Nifty MidSmall IT and Telecom Index Dir,solution-oriented,Equity: Thematic (Broad),Direct,-8.78,,,BSE 500 TRI,0.79,,,,,,,,,,,,20,https://www.valueresearchonline.com/funds/44682/,INF247L01DY9,153029,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,3,1,4,0,0,0,0,0,14,Moderately High Risk,Average
Motilal Oswal Nifty Realty ETF,solution-oriented,Equity: Thematic (Broad),Direct,-19.01,,,BSE 500 TRI,0.79,,,,,,,,,,,,10,https://www.valueresearchonline.com/funds/44250/,INF247L01DT8,153068,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1.5,2.5,0,0,0,0,0,12.5,High Risk,Poor
Motilal Oswal Nifty Services Sector ETF,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45660/,INF247L01DS0,153066,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,2,2,4,0,0,0,0,0,14,Moderately High Risk,Average
Motilal Oswal Services Dir,solution-oriented,Equity: Thematic (Broad),Direct,8.51,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45186/,INF247L01FE6,153558,,,,,,,1,1,1,3,1,1,1,3,1,1.5,1.5,1,5.0,1.5,1.5,3.0,0,0,0,0,0,14.0,Moderately High Risk,Average
Motilal Oswal Special Opportunities Dir,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,24,https://www.valueresearchonline.com/funds/45393/,INF247L01FS6,153749,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1.5,2.5,0,0,0,0,0,12.5,High Risk,Poor
Nippon India Active Momentum Dir,solution-oriented,Equity: Thematic (Broad),Direct,8.94,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44938/,INF204KC1EK5,153274,,,,,,,1,1,1,3,1,1,1,3,1,1.5,1.5,1,5.0,2,1.5,3.5,0,0,0,0,0,14.5,Moderately High Risk,Average
Nippon India Nifty Realty Index Dir,solution-oriented,Equity: Thematic (Broad),Direct,-19.04,,,BSE 500 TRI,0.79,,,,,,,,,,,,10,https://www.valueresearchonline.com/funds/44712/,INF204KC1DY8,153060,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1.5,2.5,0,0,0,0,0,12.5,High Risk,Poor
Quant Commodities Dir,solution-oriented,Equity: Thematic (Broad),Direct,15.43,,,BSE 500 TRI,0.79,,,,,,,,,,,,14,https://www.valueresearchonline.com/funds/43966/,INF966L01DF3,152255,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,2,3.5,0,0,0,0,0,13.5,Moderately High Risk,Average
Quant Momentum Dir,solution-oriented,Equity: Thematic (Broad),Direct,7.97,,,BSE 500 TRI,0.79,,,,,,,,,,,,15,https://www.valueresearchonline.com/funds/43882/,INF966L01CZ3,152189,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,2,3.5,0,0,0,0,0,13.5,Moderately High Risk,Average
Quantum Ethical Dir,solution-oriented,Equity: Thematic (Broad),Direct,-2.49,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44771/,INF082J01473,153094,,,,,,,1,1,1,3,1,1,1,3,1,1.5,2,1,5.5,1,1,2,0,0,0,0,0,13.5,Moderately High Risk,Average
Samco Active Momentum Dir,solution-oriented,Equity: Thematic (Broad),Direct,2.96,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43515/,INF0K1H01081,151753,,,,,,,1,1,1,3,1,1,1,3,1.5,2,2,1,6.5,1.5,1.5,3.0,0,0,0,0,0,15.5,Moderately High Risk,Average
Samco Special Opportunities Dir,solution-oriented,Equity: Thematic (Broad),Direct,1.95,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44280/,INF0K1H01180,152586,,,,,,,1,1,1,3,1,1,1,3,1,1.5,1.5,1,5.0,2,2,4,0,0,0,0,0,15.0,Moderately High Risk,Average
SBI Comma Dir,solution-oriented,Equity: Thematic (Broad),Direct,11.57,18.86,12.56,BSE 500 TRI,0.79,13.68,12.33,7.53,0.99,0.92,16.8,21.28,,,,,25,https://www.valueresearchonline.com/funds/17523/,INF200K01SB6,119705,,,,,,,4,2,1,7,1,4,1,6,1,1,1,1,4,3,2,5,0,0,0,0,0,22,Moderate Risk,Average
SBI Equity Minimum Variance Dir,solution-oriented,Equity: Thematic (Broad),Direct,-0.04,10.43,10.64,BSE 500 TRI,0.79,13.68,12.33,-1.36,0.89,0.39,14.72,11.65,,,,,25,https://www.valueresearchonline.com/funds/39364/,INF200KA1A71,146643,,,,,,,1,1,1,3,2,2,1,5,1.5,1,1,1,4.5,2,1.5,3.5,0,0,0,0,0,16.0,Moderately High Risk,Average
SBI Quality Dir,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45793/,INF200KB1AG6,154177,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Shriram Multi Sector Rotation Dir,solution-oriented,Equity: Thematic (Broad),Direct,2.72,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44669/,INF680P01455,153076,,,,,,,1,1,1,3,1,1,1,3,1,1,1.5,1,4.5,3,2,5,0,0,0,0,0,15.5,Moderately High Risk,Average
Sundaram Multi-Factor Dir,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45285/,INF903JA1LV6,153669,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,3,2,5,0,0,0,0,0,16.5,Moderately High Risk,Average
Sundaram Services Dir,solution-oriented,Equity: Thematic (Broad),Direct,0.04,16.4,16.12,BSE 500 TRI,0.79,13.68,12.33,2.7,0.92,0.67,15.06,15.93,,,,,25,https://www.valueresearchonline.com/funds/37577/,INF903JA1FA2,144835,,,,,,,3,2,1,6,1,3,1,5,1.5,1.5,1.5,1,5.5,1.5,2,3.5,0,0,0,0,0,20.0,Moderate Risk,Average
Tata BSE Select Business Groups Index Dir,solution-oriented,Equity: Thematic (Broad),Direct,3.01,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44792/,INF277KA1DA2,153132,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,2,1.5,3.5,0,0,0,0,0,13.5,Moderately High Risk,Average
Tata Ethical Dir,solution-oriented,Equity: Thematic (Broad),Direct,-6.34,7.06,8.55,BSE 500 TRI,0.79,13.68,12.33,-3.99,0.89,0.22,14.51,9,,,,,25,https://www.valueresearchonline.com/funds/16683/,INF277K01NG4,119172,,,,,,,1,1,1,3,2,2,1,5,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,16.5,Moderately High Risk,Average
Tata Housing Opportunities Dir,solution-oriented,Equity: Thematic (Broad),Direct,-1.83,11.59,,BSE 500 TRI,0.79,13.68,,-2.41,1.16,0.36,18.95,12.69,,,,,25,https://www.valueresearchonline.com/funds/42447/,INF277KA1497,150532,,,,,,,1,1,1,3,1,3,1,5,1,1,1,1,4,1.5,2,3.5,0,0,0,0,0,15.5,Moderately High Risk,Average
Tata Nifty Capital Markets Index Fund Dir,solution-oriented,Equity: Thematic (Broad),Direct,16.72,,,BSE 500 TRI,0.79,,,,,,,,,,,,17,https://www.valueresearchonline.com/funds/44638/,INF277KA1CO5,152951,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Tata Nifty India Tourism Index Dir,solution-oriented,Equity: Thematic (Broad),Direct,-12.77,,,BSE 500 TRI,0.79,,,,,,,,,,,,15,https://www.valueresearchonline.com/funds/44426/,INF277KA1CC0,152742,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Tata Nifty Realty Index Dir,solution-oriented,Equity: Thematic (Broad),Direct,-19.07,,,BSE 500 TRI,0.79,,,,,,,,,,,,10,https://www.valueresearchonline.com/funds/44261/,INF277KA1AO9,152570,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1.5,2.5,0,0,0,0,0,12.5,High Risk,Poor
Taurus Ethical Dir,solution-oriented,Equity: Thematic (Broad),Direct,-1.47,14.16,10.87,BSE 500 TRI,0.79,13.68,12.33,1.97,0.95,0.61,15.66,15.43,,,,,25,https://www.valueresearchonline.com/funds/16658/,INF044D01CJ0,118876,,,,,,,2,2,1,5,1,3,1,5,1.5,1.5,1.5,1.5,6.0,2,1.5,3.5,0,0,0,0,0,19.5,Moderately High Risk,Average
The Wealth Company Ethical Dir,solution-oriented,Equity: Thematic (Broad),Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45525/,INF2F0001214,153895,,,,,,,1,1,1,3,1,1,1,3,1,1.5,2,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
Union Active Momentum Dir,solution-oriented,Equity: Thematic (Broad),Direct,10.5,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44784/,INF582M01KG9,153109,,,,,,,1,1,1,3,1,1,1,3,1,1.5,2,1,5.5,2,2,4,0,0,0,0,0,15.5,Moderately High Risk,Average
UTI BSE Housing Index Dir,solution-oriented,Equity: Thematic (Broad),Direct,-6.61,11.43,,BSE 500 TRI,0.79,13.68,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43521/,INF789F1AYR1,151764,,,,,,,1,1,1,3,1,1,1,3,1,1,1.5,1,4.5,1,1.5,2.5,0,0,0,0,0,13.0,Moderately High Risk,Average
WhiteOak Capital Quality Equity Dir,solution-oriented,Equity: Thematic (Broad),Direct,-4.31,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44853/,INF03VN01977,153189,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1,1,2,0,0,0,0,0,13.5,Moderately High Risk,Average
WhiteOak Capital Special Opportunities Dir,solution-oriented,Equity: Thematic (Broad),Direct,8.11,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44333/,INF03VN01902,152644,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
ABSL Consumption Dir,solution-oriented,Equity: Thematic (Infra),Direct,-4.94,11.27,12.11,BSE 500 TRI,0.79,13.68,12.33,-2,0.96,0.36,15.67,11.55,,,,,25,https://www.valueresearchonline.com/funds/15834/,INF209K01WC7,119591,,,,,,,1,1,1,3,1,2,1,4,1.5,1.5,1.5,1,5.5,1,1,2,0,0,0,0,0,14.5,Moderately High Risk,Average
Axis Consumption Dir,solution-oriented,Equity: Thematic (Infra),Direct,-2.52,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44466/,INF846K013X0,152805,,,,,,,1,1,1,3,1,1,1,3,1.5,1,1,1,4.5,1,1,2,0,0,0,0,0,12.5,High Risk,Poor
Axis NIFTY India Consumption ETF,solution-oriented,Equity: Thematic (Infra),Direct,-1.06,13.12,,BSE 500 TRI,0.79,13.68,,-0.32,0.98,0.46,16.42,13.38,,,,,25,https://www.valueresearchonline.com/funds/41685/,INF846K01TQ8,153397,,,,,,,1,1,1,3,1,3,1,5,1,1,1,1,4,1,1,2,0,0,0,0,0,14,Moderately High Risk,Average
Bajaj Finserv Consumption Dir,solution-oriented,Equity: Thematic (Infra),Direct,-4.81,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44689/,INF0QA701946,153075,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1,1,2,0,0,0,0,0,13.5,Moderately High Risk,Average
Bank of India Consumption Dir,solution-oriented,Equity: Thematic (Infra),Direct,1.21,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44808/,INF761K01GI7,153139,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,1,2.5,0,0,0,0,0,12.5,High Risk,Poor
Baroda BNP Paribas India Consumption Dir,solution-oriented,Equity: Thematic (Infra),Direct,-3.51,11.83,12.61,BSE 500 TRI,0.79,13.68,12.33,-0.87,0.92,0.42,15.63,12.38,,,,,25,https://www.valueresearchonline.com/funds/37339/,INF251K01PT7,150266,,,,,,,1,1,1,3,1,3,1,5,1,1,1,1,4,1,1,2,0,0,0,0,0,14,Moderately High Risk,Average
Canara Robeco Consumer Trends Dir,solution-oriented,Equity: Thematic (Infra),Direct,-4.17,12.54,13.44,BSE 500 TRI,0.79,13.68,12.33,-0.93,1,0.44,16.09,12.9,,,,,25,https://www.valueresearchonline.com/funds/16600/,INF760K01DU1,118273,,,,,,,1,1,1,3,1,3,1,5,1,1.5,1.5,1,5.0,1.5,1.5,3.0,0,0,0,0,0,16.0,Moderately High Risk,Average
Edelweiss Consumption Dir,solution-oriented,Equity: Thematic (Infra),Direct,-0.51,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44882/,INF754K01TY2,153214,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1,1,2,0,0,0,0,0,13.5,Moderately High Risk,Average
Groww Nifty Non-Cyclical Consumer Index Dir,solution-oriented,Equity: Thematic (Infra),Direct,-6.3,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44325/,INF666M01IE9,152637,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
HDFC Consumption Dir,solution-oriented,Equity: Thematic (Infra),Direct,-3.39,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43559/,INF179KA1IZ7,128629,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
